FIPS,Health Care and Social Assistance,Manufacturing,Retail Trade,Accommodation and Food Services,Others
20209,0.180464,0.126585,0.084455,0.066335,0.542162
21001,0.146917,0.099818,0.212304,0.113539,0.427422
21003,0.088503,0.253199,0.092351,0.090187,0.475759
21005,0.092782,0.341115,0.181304,0.109587,0.275212
21007,0.082349,0.363277,0.093752,0.043075,0.417547
21009,0.144903,0.208833,0.159725,0.126183,0.360356
21011,0.130336,0.301586,0.083564,0.08107,0.403444
21013,0.194387,0.178638,0.206039,0.149627,0.271309
21015,0.046838,0.117507,0.111013,0.070225,0.654416
21017,0.113372,0.258812,0.176241,0.090907,0.360669
21019,0.280046,0.086545,0.139635,0.121415,0.372359
21021,0.193818,0.196222,0.102877,0.088578,0.418506
21023,0.133223,0.318839,0.156596,0.121537,0.269805
21025,0.349563,0.0,0.163335,0.08541,0.401692
21027,0.19602,0.096712,0.175933,0.080347,0.450987
21029,0.058697,0.194067,0.24887,0.084984,0.413382
21031,0.122326,0.358985,0.116834,0.085878,0.315978
21033,0.140756,0.217692,0.17359,0.107384,0.360578
21035,0.115099,0.181719,0.121583,0.110153,0.471446
21037,0.117133,0.08255,0.140189,0.163489,0.496639
21039,0.141153,0.065347,0.137082,0.043432,0.612986
21041,0.055378,0.530684,0.083892,0.077439,0.252607
21043,0.090595,0.116878,0.140408,0.097441,0.554679
21045,0.147284,0.417809,0.105526,0.048813,0.280568
21047,0.137512,0.262898,0.113789,0.085097,0.400703
21049,0.126145,0.200189,0.112034,0.091332,0.470301
21051,0.334914,0.082607,0.205191,0.125202,0.252086
21053,0.160497,0.456039,0.112278,0.075673,0.195514
21055,0.18962,0.234043,0.142066,0.127206,0.307065
21057,0.350699,0.161096,0.117835,0.072945,0.297425
21059,0.160081,0.12272,0.106788,0.0974,0.513012
21061,0.248386,0.0,0.219964,0.122339,0.409311
21063,0.43328,0.0,0.221002,0.168659,0.177058
21065,0.208986,0.126179,0.13713,0.149746,0.377959
21067,0.162327,0.039033,0.10209,0.098562,0.597987
21069,0.180149,0.243349,0.184449,0.071372,0.320682
21071,0.294248,0.021189,0.146853,0.08084,0.456871
21073,0.129079,0.145397,0.131724,0.116771,0.477028
21075,0.070543,0.385186,0.130139,0.118585,0.295547
21077,0.285777,0.054186,0.237545,0.148315,0.274177
21079,0.152964,0.137419,0.123274,0.063896,0.522447
21081,0.10529,0.323106,0.193922,0.184738,0.192945
21083,0.142237,0.275375,0.144151,0.080487,0.35775
21085,0.153432,0.280269,0.146951,0.081087,0.338261
21087,0.395951,0.016567,0.153366,0.123136,0.31098
21089,0.194626,0.114769,0.159786,0.137302,0.393517
21091,0.027995,0.729103,0.028731,0.023574,0.190596
21093,0.19011,0.153234,0.135479,0.113187,0.40799
21095,0.264409,0.022493,0.184436,0.114433,0.414228
21097,0.236452,0.326613,0.118762,0.091751,0.226422
21099,0.079787,0.580545,0.100772,0.073792,0.165104
21101,0.119137,0.328218,0.10877,0.072513,0.371361
21103,0.109845,0.185833,0.153502,0.128153,0.422668
21105,0.165673,0.121455,0.193286,0.0,0.519586
21107,0.176437,0.121275,0.173276,0.080131,0.448881
21109,0.261617,0.099574,0.173722,0.053771,0.411316
21111,0.114242,0.091889,0.07433,0.072028,0.647512
21113,0.058424,0.110311,0.120881,0.081656,0.628728
21115,0.144221,0.005392,0.295641,0.126463,0.428284
21117,0.156063,0.077517,0.066239,0.098807,0.601374
21119,0.148767,0.0,0.128649,0.05453,0.668054
21121,0.13857,0.148561,0.105707,0.110482,0.496681
21123,0.122288,0.228108,0.077636,0.060741,0.511227
21125,0.099627,0.14762,0.118693,0.087314,0.546746
21127,0.333863,0.0,0.232968,0.151992,0.281176
21129,0.23672,0.0,0.133766,0.058616,0.570898
21131,0.325816,0.0,0.198621,0.059684,0.415879
21133,0.321553,0.021502,0.182851,0.117288,0.356806
21135,0.198798,0.23745,0.178557,0.066507,0.318689
21137,0.223389,0.127024,0.186404,0.129817,0.333366
21139,0.189127,0.043891,0.091634,0.194455,0.480894
21141,0.079035,0.490835,0.107488,0.060652,0.26199
21143,0.178412,0.009436,0.164845,0.234717,0.41259
21151,0.166405,0.055194,0.14299,0.10855,0.526861
21153,0.152059,0.276198,0.190368,0.139093,0.242282
21155,0.108563,0.106339,0.155199,0.057339,0.572561
21157,0.142568,0.174484,0.146495,0.138535,0.397919
21159,0.261645,0.0,0.186154,0.150982,0.401219
21161,0.170226,0.52056,0.066978,0.057521,0.184715
21145,0.095131,0.233915,0.137628,0.10673,0.426595
21147,0.168513,0.018535,0.248045,0.137803,0.427105
21149,0.183298,0.124178,0.167423,0.123399,0.401701
21163,0.087198,0.121702,0.179601,0.121556,0.489943
21165,0.405385,0.350518,0.157912,0.0,0.086185
21167,0.087445,0.394498,0.116138,0.085884,0.316036
21169,0.114085,0.533008,0.09431,0.084423,0.174173
21171,0.185224,0.292219,0.178811,0.089783,0.253964
21173,0.098374,0.374172,0.162402,0.09689,0.268162
21175,0.154669,0.13553,0.162012,0.085366,0.462423
21177,0.200455,0.12949,0.165524,0.096821,0.40771
21179,0.077005,0.364431,0.11304,0.069718,0.375807
21181,0.336043,0.0,0.201117,0.04837,0.41447
21183,0.150439,0.275302,0.081708,0.04688,0.445672
21185,0.165945,0.062947,0.094792,0.096914,0.579402
21187,0.119974,0.0326,0.140922,0.155205,0.551298
21189,0.675353,0.0,0.279749,0.0,0.044898
21191,0.092592,0.291405,0.087175,0.056146,0.472681
21193,0.307634,0.008803,0.156528,0.099318,0.427717
21195,0.24149,0.03793,0.183365,0.101101,0.436114
21197,0.119773,0.156163,0.218935,0.138157,0.366972
21199,0.216082,0.180232,0.162816,0.106403,0.334467
21201,0.858577,0.0,0.0,0.0,0.141423
21203,0.279161,0.030104,0.060921,0.057741,0.572073
21205,0.223091,0.118094,0.157545,0.147596,0.353674
21207,0.168267,0.25402,0.137533,0.077026,0.363153
21209,0.063351,0.489637,0.073553,0.089907,0.283552
21211,0.076854,0.262989,0.151679,0.091819,0.41666
21213,0.052617,0.39362,0.114237,0.106092,0.333434
21215,0.153157,0.020856,0.231825,0.183093,0.411069
21217,0.128734,0.109428,0.192792,0.077132,0.491914
21219,0.109791,0.199892,0.213516,0.068544,0.408257
21221,0.130102,0.228355,0.148182,0.149362,0.343999
21223,0.085622,0.142632,0.084538,0.041185,0.646024
21225,0.210795,0.130948,0.110449,0.058784,0.489024
21227,0.131865,0.162017,0.117026,0.112181,0.47691
21229,0.17916,0.359416,0.094627,0.049206,0.317592
21231,0.13744,0.297572,0.120412,0.084531,0.360045
21233,0.142279,0.12909,0.156507,0.091628,0.480496
21235,0.208866,0.078334,0.112802,0.094689,0.505309
21237,0.292345,0.091334,0.149681,0.087704,0.378936
21239,0.065746,0.223709,0.100874,0.103286,0.506385
22001,0.163534,0.107313,0.164411,0.093939,0.470803
22003,0.18747,0.202457,0.164914,0.104262,0.340897
22005,0.066123,0.131557,0.132308,0.08976,0.580251
22007,0.101806,0.139455,0.149715,0.038045,0.570979
22009,0.240511,0.026095,0.158986,0.166212,0.408195
22011,0.151811,0.11339,0.153318,0.104975,0.476506
22013,0.125991,0.295076,0.069817,0.038252,0.470863
22015,0.115137,0.060638,0.158446,0.203979,0.4618
22017,0.237507,0.050678,0.111918,0.11122,0.488678
22019,0.153196,0.108395,0.120183,0.168456,0.449769
22021,0.355289,0.019093,0.171425,0.074627,0.379565
22023,0.0,0.0,0.068308,0.018368,0.913324
22025,0.274505,0.0,0.181029,0.052663,0.491803
22027,0.287177,0.045827,0.138693,0.044055,0.484248
22029,0.220672,0.036953,0.200371,0.097549,0.444455
22031,0.123161,0.137265,0.14937,0.070195,0.520009
22033,0.117297,0.034247,0.083855,0.079656,0.684946
22035,0.237789,0.054333,0.066097,0.034661,0.607119
22037,0.437166,0.074666,0.088503,0.05615,0.343515
22039,0.361688,0.144453,0.13653,0.03465,0.322678
22041,0.260109,0.050139,0.194786,0.101535,0.39343
22043,0.167233,0.25143,0.190857,0.039166,0.351314
22045,0.141371,0.150595,0.125283,0.072439,0.510312
22047,0.064883,0.347517,0.084973,0.04534,0.457288
22049,0.245924,0.179533,0.151494,0.08288,0.340168
22051,0.149652,0.031605,0.131238,0.097084,0.590421
22053,0.216181,0.067436,0.194681,0.110447,0.411256
22059,0.17878,0.049043,0.113841,0.100812,0.557524
22055,0.139912,0.061614,0.120483,0.080163,0.597828
22057,0.203508,0.060846,0.108569,0.060629,0.566448
22061,0.175433,0.063097,0.138155,0.130115,0.4932
22063,0.084948,0.06421,0.191374,0.139684,0.519784
22065,0.365774,0.073545,0.116464,0.079423,0.364794
22067,0.324326,0.085379,0.136585,0.077315,0.376395
22069,0.143096,0.200021,0.129918,0.109518,0.417447
22071,0.113953,0.016842,0.058566,0.176726,0.633913
22073,0.183009,0.064995,0.121617,0.091031,0.539349
22075,0.033478,0.179317,0.049801,0.074961,0.662443
22077,0.171576,0.068665,0.189476,0.064614,0.505668
22079,0.270526,0.057239,0.141132,0.08587,0.445232
22081,0.271492,0.190333,0.072799,0.056926,0.40845
22083,0.293428,0.112438,0.125942,0.056157,0.412036
22085,0.143825,0.238866,0.162717,0.04652,0.408073
22087,0.065378,0.178342,0.183277,0.132183,0.440821
22089,0.079884,0.200552,0.056464,0.042746,0.620354
22091,0.337236,0.246166,0.14104,0.007091,0.268467
22093,0.069154,0.330832,0.069278,0.045607,0.485129
22095,0.049207,0.134413,0.09286,0.061137,0.662383
22097,0.250644,0.065063,0.159119,0.078778,0.446395
22099,0.104155,0.151244,0.150995,0.101976,0.49163
22101,0.090481,0.182222,0.088397,0.096779,0.542121
22103,0.176158,0.029646,0.13655,0.123831,0.533816
22105,0.208923,0.061522,0.15562,0.126558,0.447377
22107,0.160691,0.0,0.158099,0.025918,0.655292
22109,0.154531,0.06875,0.126429,0.098731,0.551559
22111,0.151275,0.28511,0.115599,0.046638,0.401379
22113,0.167355,0.049068,0.205819,0.097454,0.480304
22115,0.204901,0.013985,0.18953,0.145839,0.445745
22117,0.218017,0.137249,0.145268,0.093159,0.406307
22119,0.215635,0.142295,0.159502,0.071359,0.411208
22121,0.040765,0.211584,0.093121,0.078692,0.575837
22123,0.313241,0.045175,0.180299,0.094144,0.367141
22125,0.119601,0.075988,0.086803,0.124287,0.593321
22127,0.215561,0.169928,0.098828,0.052088,0.463595
23001,0.17647,0.104135,0.107329,0.068243,0.543823
23003,0.256937,0.117451,0.1669,0.082689,0.376024
23005,0.157932,0.051259,0.099742,0.077769,0.613298
23007,0.176898,0.090765,0.165756,0.181491,0.385091
23009,0.142465,0.046727,0.165005,0.096533,0.549269
23011,0.217758,0.051229,0.140319,0.088312,0.502382
23013,0.170603,0.107637,0.15329,0.095482,0.472988
23015,0.179473,0.070449,0.157838,0.08334,0.5089
23017,0.168461,0.171334,0.145987,0.171341,0.342877
23019,0.211608,0.043055,0.150799,0.082232,0.512307
23021,0.238,0.246217,0.182294,0.067424,0.266066
23023,0.070832,0.427689,0.114827,0.069189,0.317463
23025,0.173468,0.191254,0.159713,0.061866,0.4137
23027,0.128106,0.08588,0.128183,0.054935,0.602896
23029,0.204399,0.148221,0.192348,0.056917,0.398115
23031,0.176707,0.123873,0.15164,0.137657,0.410123
24001,0.218796,0.081618,0.148194,0.127039,0.424354
24003,0.098114,0.042794,0.109191,0.102993,0.646908
24005,0.155289,0.035674,0.12192,0.073931,0.613186
24510,0.16688,0.022135,0.13743,0.149082,0.524473
24009,0.082461,0.141235,0.132668,0.056525,0.587111
24011,0.168193,0.067735,0.137677,0.104951,0.521444
24013,0.139156,0.157006,0.125727,0.10802,0.470091
24015,0.133062,0.010056,0.212125,0.157387,0.48737
24017,0.161328,0.290498,0.12157,0.117254,0.309351
24019,0.12414,0.070935,0.117281,0.090477,0.597167
24021,0.142814,0.086648,0.127941,0.105748,0.53685
24023,0.144202,0.059686,0.142019,0.100329,0.553763
24025,0.081098,0.029566,0.067145,0.057638,0.764553
24027,0.127859,0.097837,0.093166,0.071454,0.609685
24029,0.134128,0.010884,0.080249,0.059903,0.714835
24031,0.107975,0.024092,0.11783,0.10866,0.641444
24033,0.088611,0.122389,0.164942,0.156541,0.467518
24035,0.112257,0.013052,0.121092,0.101511,0.652088
24039,0.31582,0.104693,0.103924,0.065908,0.409655
24037,0.18982,0.034519,0.126446,0.125795,0.52342
24041,0.143438,0.097069,0.129931,0.082064,0.547498
24043,0.208132,0.054339,0.151262,0.099588,0.486678
24045,0.119477,0.026609,0.166137,0.321057,0.36672
24047,0.19013,0.029361,0.051027,0.059119,0.670363
25001,0.180625,0.025149,0.170497,0.129637,0.494091
25003,0.183216,0.08179,0.123841,0.107641,0.503512
25005,0.176536,0.121048,0.140495,0.087619,0.474301
25007,0.134562,0.020093,0.145426,0.083344,0.616575
25009,0.184364,0.132329,0.108492,0.079336,0.495479
25011,0.14769,0.179375,0.113101,0.071885,0.487948
25013,0.206702,0.092777,0.098453,0.078859,0.523209
25015,0.156025,0.047237,0.11355,0.092874,0.590314
25017,0.090198,0.046447,0.061662,0.054135,0.747558
25019,0.100793,0.013288,0.162888,0.099533,0.623498
25021,0.120979,0.043935,0.098943,0.064851,0.671292
25023,0.171043,0.049676,0.134648,0.092951,0.551682
25025,0.148656,0.009855,0.041564,0.066467,0.733458
25027,0.172444,0.093203,0.099039,0.067507,0.567807
26001,0.143375,0.130739,0.266384,0.112419,0.347084
26003,0.113058,0.240264,0.139508,0.173218,0.333953
26005,0.06098,0.319276,0.081334,0.069024,0.469387
26007,0.255776,0.130399,0.163726,0.091316,0.358783
26009,0.074155,0.315815,0.109477,0.217714,0.282839
26011,0.147282,0.275696,0.128311,0.111449,0.337262
26013,0.138092,0.343079,0.120304,0.086132,0.312392
26015,0.093725,0.306692,0.089347,0.101776,0.408459
26017,0.18943,0.136646,0.149635,0.113859,0.410431
26019,0.100109,0.14234,0.139675,0.293158,0.324717
26021,0.144227,0.149467,0.106259,0.089908,0.510138
26023,0.107412,0.197941,0.126253,0.091315,0.47708
26025,0.154722,0.239007,0.098319,0.109118,0.398834
26027,0.108339,0.344739,0.091594,0.086986,0.368343
26029,0.140814,0.234999,0.09566,0.191766,0.33676
26031,0.147016,0.065689,0.21948,0.167899,0.399914
26033,0.220068,0.063591,0.16813,0.205825,0.342386
26035,0.178666,0.181537,0.162812,0.122871,0.354114
26037,0.100275,0.128822,0.11496,0.085899,0.570044
26039,0.290349,0.175654,0.156052,0.160983,0.216962
26041,0.134793,0.16643,0.150795,0.083759,0.464224
26043,0.176035,0.171868,0.114507,0.067349,0.470241
26045,0.072585,0.160579,0.112485,0.087845,0.566505
26047,0.170737,0.081139,0.146583,0.136836,0.464705
26049,0.192453,0.091713,0.13677,0.104177,0.474887
26051,0.176406,0.250612,0.128929,0.104853,0.3392
26053,0.132259,0.168461,0.154885,0.218565,0.32583
26055,0.17576,0.105946,0.143368,0.112296,0.46263
26057,0.179647,0.205761,0.101852,0.072174,0.440566
26059,0.121176,0.317559,0.10866,0.073063,0.379541
26061,0.173055,0.082009,0.149731,0.135005,0.4602
26063,0.14665,0.302805,0.109043,0.06766,0.373842
26065,0.160851,0.060087,0.092779,0.089411,0.596871
26067,0.090745,0.337685,0.133186,0.102782,0.335601
26069,0.123486,0.154166,0.164282,0.094778,0.463287
26071,0.122337,0.146493,0.166791,0.130873,0.433505
26073,0.103477,0.104665,0.116293,0.190486,0.485078
26075,0.176364,0.166411,0.115188,0.086448,0.45559
26077,0.150009,0.140658,0.104771,0.092633,0.511929
26079,0.176865,0.11094,0.157693,0.099908,0.454594
26081,0.115006,0.157173,0.078162,0.068354,0.581305
26083,0.0,0.099905,0.052913,0.2739,0.573282
26085,0.222255,0.098366,0.2169,0.094615,0.367865
26087,0.144962,0.266214,0.149785,0.119745,0.319295
26089,0.09447,0.098716,0.114871,0.163576,0.528367
26091,0.108151,0.228986,0.120356,0.110179,0.432329
26093,0.13495,0.155517,0.134393,0.093239,0.481901
26095,0.263054,0.130117,0.183741,0.122935,0.300152
26097,0.168795,0.046758,0.143135,0.238959,0.402353
26099,0.116727,0.211231,0.119003,0.085449,0.467591
26101,0.144432,0.173995,0.155566,0.23727,0.288737
26103,0.218615,0.041849,0.146382,0.128314,0.464839
26105,0.125438,0.194265,0.144852,0.111355,0.42409
26107,0.149944,0.213091,0.196498,0.117004,0.323464
26109,0.046051,0.339885,0.10081,0.089758,0.423496
26111,0.167517,0.121234,0.075058,0.069561,0.566631
26113,0.139336,0.162558,0.158041,0.085892,0.454173
26115,0.104171,0.173545,0.113809,0.107234,0.501241
26117,0.199455,0.222262,0.166735,0.082466,0.329082
26119,0.137799,0.26418,0.169858,0.092803,0.335359
26121,0.174012,0.255947,0.138252,0.09944,0.332349
26123,0.129482,0.216798,0.131527,0.074585,0.447608
26125,0.129402,0.061364,0.079442,0.061373,0.66842
26127,0.100828,0.323636,0.109807,0.116167,0.349563
26129,0.208519,0.05532,0.226548,0.161407,0.348206
26131,0.198346,0.033266,0.241231,0.12544,0.401717
26133,0.147358,0.426419,0.068494,0.076817,0.280912
26135,0.073299,0.20602,0.134381,0.08377,0.502531
26137,0.148454,0.140054,0.199417,0.13458,0.377495
26139,0.08522,0.325637,0.083528,0.070418,0.435197
26141,0.110325,0.083082,0.155728,0.122206,0.528658
26143,0.12359,0.135682,0.26244,0.168297,0.309991
26145,0.19617,0.126419,0.137031,0.105961,0.434419
26151,0.171116,0.207715,0.144074,0.11413,0.362965
26153,0.078042,0.461415,0.125442,0.075877,0.259223
26155,0.13251,0.336062,0.153498,0.081239,0.296691
26147,0.193874,0.08419,0.1332,0.12846,0.460276
26149,0.178076,0.119397,0.153493,0.101421,0.447613
26157,0.251182,0.12652,0.151634,0.087883,0.382781
26159,0.113454,0.175351,0.139778,0.109032,0.462385
26161,0.205934,0.080639,0.090601,0.088895,0.533931
26163,0.136281,0.109225,0.086251,0.08453,0.583712
26165,0.124198,0.245295,0.139545,0.090055,0.400907
27001,0.269285,0.116181,0.185253,0.128504,0.300778
27003,0.123772,0.161408,0.115146,0.079454,0.52022
27005,0.18597,0.228391,0.150919,0.090037,0.344683
27007,0.227695,0.055655,0.177944,0.118298,0.420408
27009,0.134601,0.241365,0.102438,0.0531,0.468496
27011,0.371491,0.0,0.151172,0.087449,0.389888
27013,0.189938,0.10937,0.14671,0.109354,0.444628
27015,0.148231,0.173427,0.097387,0.062913,0.518041
27017,0.253746,0.152764,0.123993,0.087421,0.382076
27019,0.10698,0.212715,0.078399,0.070614,0.531292
27021,0.193546,0.048319,0.152543,0.202722,0.40287
27023,0.222971,0.23549,0.115435,0.066065,0.360039
27025,0.243137,0.163914,0.120842,0.082605,0.389502
27027,0.203257,0.045175,0.12166,0.082194,0.547713
27029,0.230572,0.211917,0.120487,0.068478,0.368546
27031,0.105104,0.029358,0.139054,0.345543,0.380941
27033,0.190079,0.26419,0.134779,0.071247,0.339705
27035,0.193892,0.095925,0.14925,0.104019,0.456913
27037,0.106719,0.081537,0.107803,0.072235,0.631706
27039,0.0518,0.354297,0.084951,0.071578,0.437375
27041,0.195379,0.201079,0.155059,0.097001,0.351482
27043,0.175996,0.227704,0.119563,0.063846,0.412891
27045,0.163601,0.173242,0.133686,0.086008,0.443464
27047,0.171223,0.238043,0.141456,0.087274,0.362003
27049,0.135495,0.213739,0.103422,0.135114,0.41223
27051,0.247635,0.065759,0.143211,0.029239,0.514157
27053,0.116043,0.06306,0.060591,0.059568,0.700738
27055,0.214959,0.083351,0.103806,0.057799,0.540085
27057,0.162778,0.184872,0.194613,0.102312,0.355425
27059,0.211221,0.123611,0.190914,0.0981,0.376155
27061,0.234081,0.062986,0.140462,0.088503,0.473967
27063,0.084512,0.269124,0.065888,0.03725,0.543227
27065,0.353437,0.132984,0.149327,0.070687,0.293564
27067,0.242091,0.122766,0.132374,0.069932,0.432837
27069,0.263311,0.128939,0.198102,0.054478,0.35517
27071,0.175172,0.160392,0.152769,0.114875,0.396793
27073,0.306734,0.108081,0.107331,0.055244,0.42261
27075,0.18363,0.204825,0.117986,0.155869,0.337691
27077,0.097367,0.15694,0.093573,0.296526,0.355593
27079,0.097659,0.400284,0.082819,0.046316,0.372922
27081,0.356199,0.020058,0.162957,0.055521,0.405265
27083,0.153032,0.134155,0.120515,0.074207,0.51809
27087,0.166166,0.317461,0.12071,0.064022,0.331641
27089,0.198832,0.0,0.075774,0.526178,0.199215
27091,0.119739,0.207258,0.13464,0.050557,0.487806
27085,0.183606,0.169537,0.150309,0.089028,0.40752
27093,0.173676,0.288571,0.127344,0.054897,0.355512
27095,0.265706,0.083267,0.113218,0.207669,0.330139
27097,0.193189,0.115419,0.172621,0.096017,0.422754
27099,0.164773,0.21558,0.101999,0.061861,0.455786
27101,0.134859,0.216435,0.123102,0.051177,0.474427
27103,0.153775,0.242125,0.067127,0.048368,0.488605
27105,0.142588,0.363758,0.128795,0.058004,0.306855
27107,0.267949,0.0,0.162412,0.027806,0.541833
27109,0.171793,0.038612,0.087845,0.073701,0.628049
27111,0.183096,0.19692,0.115888,0.069478,0.434617
27113,0.1227,0.11822,0.108901,0.081941,0.568237
27115,0.152801,0.051994,0.142342,0.298842,0.354022
27117,0.194494,0.136766,0.134494,0.071015,0.463231
27119,0.223159,0.175805,0.13587,0.083086,0.382081
27121,0.141459,0.200706,0.096972,0.062939,0.497924
27123,0.15304,0.062207,0.061371,0.055572,0.66781
27125,0.214095,0.0,0.190129,0.071897,0.523879
27127,0.145802,0.157944,0.100182,0.168234,0.427837
27129,0.181971,0.185402,0.094894,0.041041,0.496692
27131,0.100511,0.145913,0.077067,0.059368,0.617141
27133,0.279232,0.090037,0.095627,0.089252,0.445851
27135,0.109978,0.485214,0.104175,0.074451,0.226182
27139,0.231422,0.052227,0.115673,0.101812,0.498866
27141,0.097657,0.141769,0.107648,0.119779,0.533147
27143,0.12735,0.175868,0.134004,0.096237,0.466541
27137,0.149819,0.331831,0.08569,0.055837,0.376824
27145,0.162569,0.118783,0.110732,0.065295,0.54262
27147,0.101602,0.240991,0.104915,0.051539,0.500952
27149,0.256808,0.2329,0.114612,0.080186,0.315494
27151,0.183478,0.225187,0.10948,0.073088,0.408767
27153,0.237035,0.300202,0.106247,0.056266,0.300251
27155,0.297689,0.045699,0.242034,0.03624,0.378337
27157,0.15927,0.206686,0.133024,0.0864,0.41462
27159,0.214437,0.076806,0.160828,0.087432,0.460497
27161,0.180835,0.219109,0.118255,0.069054,0.412747
27163,0.135441,0.114128,0.147274,0.102844,0.500313
27165,0.124112,0.335031,0.081791,0.058252,0.400814
27167,0.182861,0.023968,0.090649,0.047408,0.655113
27169,0.099805,0.175283,0.081673,0.058939,0.5843
27171,0.125938,0.156894,0.176269,0.089068,0.451831
27173,0.241531,0.047996,0.10467,0.1136,0.492203
28001,0.160822,0.057205,0.152773,0.131166,0.498034
28003,0.187885,0.173288,0.168462,0.111416,0.358949
28005,0.140831,0.237291,0.104792,0.032158,0.484928
28007,0.11444,0.165041,0.139649,0.080828,0.500043
28009,0.279616,0.29466,0.148941,0.0,0.276783
28011,0.181651,0.200916,0.150984,0.113775,0.352674
28013,0.073853,0.245569,0.173355,0.048203,0.45902
28015,0.131972,0.040343,0.147683,0.025138,0.654865
28017,0.062093,0.592183,0.113976,0.050544,0.181204
28019,0.287578,0.267555,0.108853,0.018387,0.317626
28021,0.207713,0.036243,0.049509,0.05472,0.651816
28023,0.155539,0.219449,0.119218,0.099135,0.406659
28025,0.130588,0.179057,0.14887,0.125365,0.41612
28027,0.229344,0.103264,0.151969,0.131031,0.384392
28029,0.145544,0.357124,0.120466,0.073169,0.303698
28031,0.121547,0.381901,0.13341,0.080754,0.282388
28033,0.101761,0.072456,0.147013,0.133928,0.544842
28035,0.222202,0.094741,0.132572,0.117089,0.433395
28037,0.251048,0.0,0.10283,0.0,0.646121
28039,0.197337,0.101001,0.253928,0.128793,0.318942
28041,0.056599,0.00769,0.189561,0.063786,0.682365
28043,0.144321,0.30986,0.142282,0.11256,0.290976
28045,0.085641,0.099355,0.166367,0.229445,0.419193
28047,0.177613,0.03449,0.133649,0.272087,0.38216
28049,0.274914,0.03324,0.081965,0.084498,0.525383
28051,0.268566,0.206337,0.16791,0.06369,0.293497
28053,0.111349,0.37356,0.109462,0.042778,0.362851
28055,0.0,0.0,0.0,0.0,1.0
28057,0.093456,0.420781,0.090462,0.078323,0.316978
28059,0.109169,0.348817,0.097449,0.093403,0.351163
28061,0.059039,0.397126,0.085618,0.031284,0.426933
28063,0.356227,0.0,0.14108,0.02998,0.472713
28065,0.220043,0.076842,0.190246,0.055011,0.457859
28067,0.136787,0.283892,0.121001,0.087046,0.371274
28069,0.166298,0.188901,0.087178,0.049084,0.508539
28071,0.184455,0.094541,0.147809,0.201873,0.371322
28073,0.168469,0.006164,0.210745,0.158308,0.456315
28075,0.229309,0.056902,0.138186,0.115308,0.460295
28077,0.158619,0.331846,0.132655,0.04532,0.33156
28079,0.181427,0.333523,0.136528,0.074587,0.273936
28081,0.165893,0.174576,0.117825,0.095427,0.44628
28083,0.220114,0.142558,0.116181,0.10303,0.418117
28085,0.140499,0.124342,0.123339,0.096297,0.515523
28087,0.165525,0.185913,0.124625,0.105937,0.418
28089,0.076652,0.140245,0.107569,0.087869,0.587666
28091,0.097736,0.053515,0.114861,0.060563,0.673324
28093,0.084307,0.15941,0.087596,0.052185,0.616501
28095,0.162543,0.294024,0.120521,0.088604,0.334308
28097,0.236822,0.085405,0.149061,0.127452,0.40126
28099,0.083915,0.036231,0.098534,0.293454,0.487866
28101,0.152685,0.25602,0.150021,0.081805,0.359469
28103,0.164047,0.296082,0.138889,0.053459,0.347523
28105,0.144396,0.069301,0.155112,0.231142,0.40005
28107,0.149003,0.19787,0.177384,0.104828,0.370914
28109,0.171411,0.08231,0.226818,0.142272,0.377189
28111,0.175811,0.335455,0.118184,0.016116,0.354433
28113,0.136465,0.20811,0.169757,0.118305,0.367363
28115,0.061847,0.61554,0.077256,0.049017,0.19634
28117,0.130145,0.340359,0.12819,0.091704,0.309602
28119,0.371,0.0,0.131359,0.07988,0.41776
28121,0.133149,0.063993,0.129975,0.112078,0.560805
28123,0.054673,0.565269,0.11168,0.060957,0.207421
28125,0.358507,0.0,0.139965,0.061388,0.44014
28127,0.350554,0.07669,0.149856,0.111684,0.311215
28129,0.098122,0.434021,0.097697,0.021238,0.348922
28131,0.12146,0.154555,0.184489,0.179079,0.360416
28133,0.258657,0.047102,0.14711,0.087263,0.459868
28135,0.295026,0.0,0.110362,0.055727,0.538885
28137,0.145955,0.107262,0.16154,0.120471,0.464772
28139,0.096941,0.369763,0.173623,0.045919,0.313754
28141,0.121329,0.41003,0.119679,0.053333,0.295629
28143,0.040086,0.092392,0.03991,0.670872,0.156739
28145,0.109105,0.384872,0.095569,0.097784,0.31267
28147,0.229658,0.163514,0.110654,0.067645,0.428529
28149,0.139799,0.172849,0.136028,0.200765,0.350559
28151,0.215166,0.074936,0.146058,0.142735,0.421104
28153,0.143094,0.190102,0.16401,0.100849,0.401944
28155,0.258935,0.104978,0.164302,0.07083,0.400955
28157,0.205052,0.060156,0.156765,0.035719,0.542309
28159,0.115082,0.30739,0.130989,0.09041,0.356128
28161,0.15796,0.366996,0.094623,0.039681,0.34074
28163,0.232403,0.125831,0.172951,0.095339,0.373476
29001,0.187362,0.102426,0.161021,0.12648,0.422712
29003,0.136034,0.027079,0.171361,0.069599,0.595927
29005,0.211544,0.007049,0.17714,0.040259,0.564008
29007,0.116447,0.262754,0.128599,0.051547,0.440653
29009,0.070212,0.401696,0.107826,0.047714,0.372551
29011,0.152244,0.132896,0.149519,0.116033,0.449308
29013,0.245852,0.040659,0.170511,0.117309,0.425669
29015,0.144851,0.047391,0.258576,0.151634,0.397548
