Date,0,1,2,3,4,5,6,7,8,9,10,11,12,mean,median,weekday
2020-05-30,0.018,0.01,0.048,0.004,0.018,0.042,0.385,0.159,0.047,0.128,0.007,0.053,0.111,0.079,0.048,5
2020-05-31,0.187,0.009,0.018,0.011,0.005,0.08,0.451,0.128,0.061,0.049,0.009,0.009,0.183,0.092,0.055,6
2020-06-01,0.027,0.007,0.002,0.019,0.003,0.059,0.416,0.092,0.006,0.012,0.042,0.003,0.102,0.061,0.023,0
2020-06-02,0.061,0.008,0.007,0.003,0.082,0.137,0.501,0.079,0.08,0.025,0.007,0.183,0.23,0.108,0.08,1
2020-06-03,0.039,0.004,0.017,0.036,0.025,0.055,0.328,0.144,0.009,0.13,0.142,0.058,0.131,0.086,0.057,2
2020-06-04,0.009,0.03,0.011,0.005,0.018,0.058,0.238,0.053,0.107,0.024,0.03,0.052,0.125,0.058,0.041,3
2020-06-05,0.027,0.015,0.007,0.013,0.002,0.003,0.458,0.111,0.03,0.011,0.05,0.006,0.004,0.057,0.014,4
2020-06-06,0.018,0.01,0.049,0.004,0.021,0.041,0.386,0.165,0.049,0.133,0.007,0.057,0.114,0.081,0.049,5
2020-06-07,0.192,0.006,0.013,0.007,0.004,0.074,0.45,0.131,0.056,0.044,0.008,0.007,0.18,0.09,0.05,6
2020-06-08,0.026,0.006,0.002,0.016,0.003,0.052,0.412,0.1,0.005,0.01,0.036,0.002,0.086,0.058,0.021,0
2020-06-09,0.058,0.008,0.007,0.002,0.084,0.137,0.501,0.079,0.076,0.024,0.006,0.182,0.222,0.107,0.078,1
2020-06-10,0.039,0.004,0.016,0.036,0.023,0.056,0.321,0.144,0.009,0.129,0.144,0.059,0.128,0.085,0.058,2
2020-06-11,0.009,0.028,0.011,0.006,0.016,0.06,0.234,0.052,0.104,0.024,0.031,0.049,0.132,0.058,0.04,3
2020-06-12,0.023,0.014,0.006,0.011,0.002,0.003,0.444,0.106,0.031,0.011,0.05,0.006,0.004,0.055,0.013,4
2020-06-13,0.017,0.009,0.043,0.003,0.017,0.038,0.382,0.159,0.047,0.132,0.007,0.054,0.108,0.078,0.045,5
2020-06-14,0.186,0.008,0.012,0.007,0.004,0.07,0.442,0.127,0.063,0.045,0.008,0.008,0.187,0.09,0.054,6
2020-06-15,0.024,0.007,0.004,0.015,0.003,0.047,0.419,0.105,0.005,0.013,0.037,0.003,0.09,0.059,0.02,0
2020-06-16,0.06,0.01,0.008,0.003,0.094,0.143,0.502,0.073,0.08,0.026,0.007,0.195,0.233,0.11,0.076,1
2020-06-17,0.044,0.003,0.018,0.039,0.023,0.06,0.31,0.144,0.009,0.133,0.147,0.065,0.13,0.086,0.062,2
2020-06-18,0.008,0.028,0.01,0.006,0.016,0.055,0.238,0.049,0.1,0.023,0.032,0.049,0.137,0.058,0.04,3
2020-06-19,0.021,0.012,0.005,0.01,0.002,0.002,0.414,0.098,0.035,0.011,0.05,0.006,0.004,0.051,0.012,4
2020-06-20,0.015,0.009,0.035,0.003,0.015,0.034,0.373,0.143,0.041,0.129,0.007,0.052,0.108,0.074,0.038,5
2020-06-21,0.169,0.011,0.012,0.006,0.003,0.071,0.437,0.134,0.075,0.044,0.008,0.009,0.203,0.091,0.058,6
2020-06-22,0.022,0.007,0.005,0.016,0.003,0.046,0.431,0.109,0.006,0.021,0.039,0.003,0.101,0.062,0.021,0
2020-06-23,0.051,0.01,0.009,0.003,0.112,0.159,0.515,0.069,0.08,0.027,0.009,0.203,0.247,0.115,0.074,1
2020-06-24,0.05,0.003,0.02,0.039,0.023,0.06,0.306,0.141,0.007,0.137,0.148,0.07,0.124,0.087,0.065,2
2020-06-25,0.01,0.034,0.008,0.006,0.017,0.061,0.252,0.05,0.099,0.02,0.033,0.049,0.16,0.061,0.042,3
2020-06-26,0.023,0.02,0.005,0.01,0.001,0.002,0.395,0.093,0.045,0.011,0.045,0.006,0.004,0.051,0.015,4
2020-06-27,0.017,0.011,0.045,0.003,0.018,0.031,0.37,0.14,0.04,0.121,0.006,0.053,0.104,0.074,0.043,5
2020-06-28,0.16,0.009,0.012,0.006,0.003,0.068,0.43,0.144,0.068,0.037,0.006,0.009,0.205,0.089,0.052,6
2020-06-29,0.02,0.009,0.005,0.015,0.002,0.044,0.467,0.116,0.009,0.025,0.032,0.002,0.091,0.064,0.022,0
2020-06-30,0.048,0.012,0.009,0.003,0.107,0.153,0.519,0.06,0.076,0.025,0.009,0.194,0.245,0.112,0.068,1
2020-07-01,0.048,0.003,0.025,0.043,0.024,0.065,0.334,0.149,0.007,0.154,0.158,0.068,0.123,0.092,0.066,2
2020-07-02,0.008,0.031,0.008,0.006,0.015,0.068,0.261,0.049,0.092,0.018,0.031,0.045,0.179,0.062,0.038,3
2020-07-03,0.019,0.017,0.005,0.008,0.001,0.002,0.378,0.082,0.051,0.01,0.045,0.005,0.004,0.048,0.013,4
2020-07-04,0.012,0.009,0.032,0.002,0.014,0.036,0.38,0.125,0.036,0.09,0.005,0.05,0.097,0.068,0.036,5
2020-07-05,0.162,0.008,0.011,0.003,0.003,0.062,0.436,0.136,0.067,0.032,0.004,0.007,0.193,0.086,0.047,6
2020-07-06,0.021,0.008,0.005,0.013,0.001,0.038,0.476,0.122,0.008,0.027,0.027,0.001,0.079,0.064,0.024,0
2020-07-07,0.061,0.013,0.008,0.003,0.098,0.13,0.506,0.056,0.072,0.022,0.009,0.193,0.235,0.108,0.067,1
2020-07-08,0.046,0.002,0.028,0.047,0.021,0.062,0.328,0.162,0.006,0.157,0.165,0.063,0.136,0.094,0.063,2
2020-07-09,0.008,0.03,0.007,0.005,0.013,0.068,0.261,0.051,0.099,0.014,0.031,0.049,0.204,0.065,0.04,3
2020-07-10,0.018,0.016,0.005,0.007,0.001,0.001,0.37,0.076,0.051,0.008,0.04,0.004,0.003,0.046,0.012,4
2020-07-11,0.013,0.01,0.039,0.002,0.016,0.032,0.385,0.136,0.037,0.103,0.005,0.059,0.077,0.07,0.038,5
2020-07-12,0.175,0.007,0.015,0.004,0.003,0.073,0.45,0.128,0.067,0.033,0.005,0.007,0.207,0.09,0.05,6
2020-07-13,0.02,0.007,0.004,0.015,0.002,0.041,0.482,0.118,0.007,0.027,0.029,0.002,0.085,0.065,0.024,0
2020-07-14,0.055,0.015,0.007,0.002,0.092,0.132,0.524,0.047,0.072,0.021,0.008,0.207,0.269,0.112,0.063,1
2020-07-15,0.044,0.002,0.036,0.046,0.023,0.057,0.338,0.156,0.006,0.156,0.165,0.063,0.146,0.095,0.06,2
2020-07-16,0.007,0.031,0.007,0.006,0.015,0.074,0.273,0.052,0.104,0.014,0.029,0.052,0.211,0.068,0.042,3
2020-07-17,0.019,0.017,0.005,0.007,0.001,0.001,0.412,0.078,0.053,0.008,0.042,0.004,0.003,0.05,0.013,4
2020-07-18,0.016,0.01,0.039,0.002,0.017,0.035,0.389,0.133,0.037,0.091,0.005,0.063,0.071,0.07,0.038,5
2020-07-19,0.198,0.009,0.014,0.004,0.002,0.076,0.451,0.116,0.053,0.03,0.004,0.006,0.18,0.088,0.041,6
2020-07-20,0.028,0.006,0.005,0.014,0.001,0.038,0.489,0.119,0.004,0.017,0.025,0.001,0.072,0.063,0.021,0
2020-07-21,0.062,0.016,0.007,0.003,0.095,0.136,0.526,0.047,0.066,0.019,0.007,0.213,0.259,0.112,0.064,1
2020-07-22,0.039,0.003,0.038,0.052,0.023,0.053,0.305,0.149,0.005,0.151,0.164,0.056,0.138,0.09,0.054,2
2020-07-23,0.007,0.032,0.007,0.007,0.016,0.07,0.269,0.045,0.101,0.014,0.029,0.053,0.198,0.065,0.038,3
2020-07-24,0.022,0.02,0.005,0.007,0.001,0.001,0.428,0.083,0.057,0.008,0.041,0.003,0.002,0.052,0.014,4
2020-07-25,0.017,0.011,0.046,0.002,0.017,0.035,0.381,0.134,0.038,0.1,0.005,0.056,0.065,0.07,0.042,5
2020-07-26,0.222,0.009,0.019,0.006,0.003,0.089,0.478,0.101,0.061,0.036,0.006,0.005,0.184,0.094,0.049,6
2020-07-27,0.043,0.005,0.004,0.02,0.002,0.051,0.491,0.102,0.004,0.015,0.032,0.002,0.084,0.066,0.026,0
2020-07-28,0.064,0.017,0.009,0.003,0.108,0.165,0.531,0.043,0.073,0.023,0.005,0.22,0.281,0.119,0.069,1
2020-07-29,0.039,0.004,0.038,0.055,0.025,0.051,0.273,0.138,0.005,0.135,0.158,0.054,0.118,0.084,0.054,2
2020-07-30,0.008,0.032,0.008,0.008,0.018,0.072,0.251,0.04,0.089,0.014,0.028,0.051,0.177,0.061,0.036,3
2020-07-31,0.025,0.019,0.006,0.009,0.001,0.002,0.45,0.095,0.049,0.009,0.04,0.003,0.002,0.055,0.014,4
2020-08-01,0.016,0.011,0.045,0.003,0.02,0.038,0.375,0.138,0.04,0.105,0.007,0.055,0.057,0.07,0.043,5
2020-08-02,0.231,0.009,0.018,0.008,0.003,0.093,0.477,0.09,0.061,0.038,0.009,0.005,0.167,0.093,0.049,6
2020-08-03,0.04,0.005,0.004,0.022,0.003,0.057,0.472,0.093,0.003,0.012,0.038,0.003,0.089,0.065,0.03,0
2020-08-04,0.062,0.016,0.01,0.003,0.105,0.17,0.506,0.051,0.07,0.023,0.005,0.202,0.275,0.115,0.066,1
2020-08-05,0.037,0.003,0.037,0.052,0.024,0.049,0.262,0.13,0.005,0.126,0.142,0.049,0.105,0.079,0.051,2
2020-08-06,0.007,0.034,0.009,0.008,0.022,0.068,0.239,0.039,0.092,0.015,0.029,0.055,0.154,0.059,0.036,3
2020-08-07,0.028,0.02,0.006,0.011,0.001,0.002,0.471,0.108,0.042,0.011,0.04,0.003,0.002,0.057,0.015,4
2020-08-08,0.017,0.011,0.047,0.004,0.02,0.039,0.372,0.143,0.04,0.119,0.008,0.049,0.056,0.071,0.043,5
2020-08-09,0.236,0.009,0.019,0.009,0.003,0.103,0.488,0.096,0.061,0.042,0.01,0.006,0.17,0.096,0.052,6
2020-08-10,0.036,0.005,0.004,0.023,0.003,0.066,0.456,0.091,0.003,0.012,0.046,0.003,0.107,0.066,0.029,0
2020-08-11,0.059,0.015,0.01,0.003,0.103,0.179,0.504,0.057,0.073,0.023,0.005,0.201,0.272,0.116,0.066,1
2020-08-12,0.036,0.004,0.033,0.049,0.023,0.047,0.262,0.124,0.006,0.116,0.129,0.047,0.094,0.075,0.048,2
2020-08-13,0.009,0.035,0.009,0.009,0.024,0.071,0.232,0.038,0.091,0.016,0.029,0.053,0.137,0.058,0.037,3
2020-08-14,0.029,0.019,0.006,0.012,0.001,0.002,0.481,0.119,0.036,0.012,0.043,0.003,0.002,0.059,0.016,4
2020-08-15,0.018,0.011,0.047,0.004,0.022,0.033,0.366,0.15,0.043,0.13,0.009,0.05,0.059,0.072,0.045,5
2020-08-16,0.221,0.01,0.017,0.009,0.003,0.095,0.497,0.101,0.06,0.045,0.01,0.006,0.165,0.095,0.053,6
2020-08-17,0.032,0.005,0.006,0.022,0.004,0.061,0.449,0.088,0.004,0.011,0.046,0.003,0.105,0.064,0.027,0
2020-08-18,0.059,0.013,0.012,0.003,0.102,0.181,0.495,0.063,0.074,0.023,0.005,0.196,0.255,0.114,0.069,1
2020-08-19,0.038,0.003,0.03,0.048,0.025,0.048,0.261,0.121,0.006,0.119,0.126,0.047,0.089,0.074,0.048,2
2020-08-20,0.008,0.035,0.008,0.009,0.024,0.068,0.236,0.038,0.093,0.017,0.029,0.052,0.12,0.057,0.037,3
2020-08-21,0.029,0.019,0.006,0.011,0.001,0.002,0.475,0.117,0.036,0.012,0.043,0.003,0.002,0.058,0.016,4
2020-08-22,0.016,0.011,0.047,0.005,0.021,0.036,0.374,0.154,0.043,0.133,0.009,0.05,0.062,0.074,0.045,5
2020-08-23,0.203,0.009,0.015,0.009,0.003,0.093,0.5,0.112,0.061,0.044,0.01,0.006,0.171,0.095,0.053,6
2020-08-24,0.027,0.005,0.004,0.023,0.004,0.066,0.459,0.088,0.004,0.013,0.054,0.004,0.118,0.067,0.025,0
2020-08-25,0.061,0.013,0.013,0.003,0.1,0.179,0.498,0.063,0.076,0.026,0.006,0.195,0.251,0.114,0.069,1
2020-08-26,0.036,0.003,0.03,0.045,0.023,0.047,0.255,0.118,0.006,0.119,0.119,0.043,0.084,0.071,0.046,2
2020-08-27,0.009,0.033,0.007,0.009,0.024,0.068,0.229,0.039,0.093,0.016,0.029,0.05,0.117,0.056,0.036,3
2020-08-28,0.029,0.018,0.006,0.012,0.001,0.002,0.474,0.117,0.034,0.012,0.044,0.004,0.003,0.058,0.015,4
2020-08-29,0.021,0.012,0.054,0.005,0.023,0.033,0.374,0.155,0.043,0.133,0.009,0.051,0.064,0.075,0.047,5
2020-08-30,0.191,0.008,0.016,0.008,0.003,0.092,0.488,0.13,0.056,0.042,0.009,0.006,0.167,0.094,0.049,6
2020-08-31,0.022,0.005,0.004,0.023,0.004,0.062,0.459,0.095,0.005,0.014,0.047,0.003,0.111,0.066,0.023,0
2020-09-01,0.048,0.012,0.011,0.003,0.11,0.193,0.518,0.059,0.077,0.025,0.006,0.202,0.262,0.117,0.068,1
2020-09-02,0.038,0.003,0.028,0.046,0.025,0.055,0.289,0.127,0.006,0.121,0.123,0.046,0.094,0.077,0.051,2
2020-09-03,0.008,0.035,0.007,0.009,0.023,0.073,0.243,0.046,0.093,0.015,0.032,0.05,0.126,0.059,0.041,3
2020-09-04,0.029,0.018,0.007,0.011,0.001,0.002,0.477,0.117,0.033,0.012,0.043,0.004,0.003,0.058,0.015,4
2020-09-05,0.017,0.011,0.047,0.004,0.022,0.036,0.388,0.16,0.046,0.128,0.008,0.05,0.07,0.076,0.047,5
2020-09-06,0.211,0.007,0.015,0.007,0.003,0.089,0.502,0.127,0.049,0.045,0.007,0.006,0.171,0.095,0.047,6
2020-09-07,0.028,0.005,0.003,0.018,0.003,0.057,0.46,0.093,0.004,0.011,0.042,0.002,0.092,0.063,0.023,0
2020-09-08,0.087,0.008,0.009,0.002,0.084,0.144,0.486,0.065,0.072,0.024,0.004,0.169,0.208,0.105,0.078,1
