FIPS,Median,MAD
48035,3.0,1.0
48037,1.0,0.0
48039,1.0,0.0
48041,1.0,0.0
48043,7.0,0.0
48045,10.0,0.0
48047,7.5,0.5
48049,4.0,0.0
48051,2.0,0.0
48053,7.0,1.5
48055,2.0,0.0
48057,4.5,0.5
48059,2.0,0.0
48061,1.0,0.0
48063,8.0,0.0
48065,6.0,4.0
48067,7.0,1.0
48069,8.0,1.0
48071,2.0,0.0
48073,4.5,0.5
48075,7.5,0.5
48077,2.0,0.0
48079,10.0,0.0
48081,6.0,4.0
48083,10.0,0.0
48085,1.0,0.0
48087,10.0,0.0
48089,7.0,2.0
48091,1.0,0.0
48093,9.0,1.0
48095,2.0,0.0
48097,4.0,0.5
48099,1.0,0.0
48101,10.0,0.0
48103,7.0,0.0
48105,7.0,0.0
48107,2.0,0.0
48109,10.0,0.0
48111,8.5,1.5
48113,1.0,0.0
48115,4.0,0.0
48117,4.0,0.0
48119,9.0,1.0
48121,1.0,0.0
48123,7.0,0.0
48125,10.0,0.0
48127,7.5,0.5
48129,10.0,0.0
48131,10.0,0.0
48133,10.0,0.0
48135,1.0,0.0
48137,10.0,0.0
48139,1.0,0.0
48141,1.0,0.0
48143,4.5,0.5
48145,2.0,0.0
48147,7.0,3.0
48149,9.0,1.0
48151,7.5,2.5
48153,6.0,1.0
48155,5.0,0.0
48157,1.0,0.0
48159,8.0,1.0
48161,8.0,1.0
48163,7.0,0.0
48165,10.0,0.0
48167,2.0,1.0
48169,7.0,0.0
48171,4.0,0.0
48173,10.0,0.0
48175,6.0,4.0
48177,8.0,1.5
48179,4.0,0.0
48181,1.0,0.0
48183,1.0,0.0
48185,2.0,0.0
48187,1.0,0.0
48189,4.0,0.0
48191,10.0,0.0
48193,7.0,2.0
48195,8.5,1.5
48197,10.0,0.0
48199,2.0,0.0
48201,1.0,0.0
48203,4.0,1.0
48205,7.0,0.0
48207,8.0,1.0
48209,1.0,0.0
48211,7.0,0.0
48213,4.0,2.0
48215,1.0,0.0
48217,3.0,1.0
48219,4.0,2.0
48221,4.0,0.0
48223,5.0,1.0
48225,7.0,1.0
48227,4.0,0.0
48229,2.0,0.0
48231,4.0,2.0
48233,4.0,0.0
48235,2.0,0.0
48237,7.0,0.0
48239,2.0,0.0
48241,7.5,1.0
48243,10.0,0.0
48245,1.0,0.0
48247,7.0,0.0
48249,4.0,0.0
48251,2.0,1.0
48253,8.5,1.5
48255,7.0,1.5
48257,2.0,0.0
48259,2.0,0.0
48261,54.5,44.5
48263,10.0,0.0
48265,4.0,0.0
48267,7.5,0.5
48269,10.0,0.0
48271,7.0,0.0
48273,4.0,0.0
48275,10.0,0.0
48277,4.0,0.0
48279,7.0,2.0
48281,7.0,2.0
48283,7.0,0.0
48285,10.0,0.0
48287,7.5,0.5
48289,10.0,0.0
48291,2.0,0.0
48293,7.0,0.5
48295,10.0,0.0
48297,6.0,4.0
48299,7.5,0.5
48301,2.0,0.0
48303,1.0,0.0
48305,2.0,0.0
48307,8.0,0.0
48309,1.0,0.0
48311,10.0,0.0
48313,8.0,1.5
48315,6.0,4.0
48317,2.0,0.0
48319,10.0,0.0
48321,4.0,1.0
48323,4.0,0.0
48325,2.0,0.0
48327,10.0,0.0
48329,1.0,0.0
48331,7.0,1.0
48333,10.0,0.0
48335,7.5,0.5
48337,7.5,0.5
48339,1.0,0.0
48341,4.5,0.5
48343,7.0,1.0
48345,10.0,0.0
48347,4.0,0.0
48349,4.0,0.5
48351,2.0,0.0
48353,4.0,0.0
48355,1.0,0.0
48357,7.0,0.0
48359,10.0,0.0
48361,1.0,0.0
48363,4.0,0.0
48365,6.5,2.5
48367,2.0,1.0
48369,8.5,1.5
48371,7.0,0.0
48373,7.0,3.0
48375,1.0,0.0
48377,8.5,1.5
48379,3.0,0.0
48381,1.0,0.0
48383,7.0,0.0
48385,10.0,0.0
48387,5.0,1.0
48389,4.0,0.0
48391,8.5,1.5
48393,10.0,0.0
48395,2.0,0.0
48397,1.0,0.0
48399,7.0,1.5
48401,4.0,1.0
48403,10.0,0.0
48405,10.0,0.0
48407,2.0,0.0
48409,3.0,1.5
48411,7.5,0.5
48413,10.0,0.0
48415,4.0,0.0
48417,10.0,0.0
48419,7.5,2.0
48421,10.0,0.0
48423,1.0,0.0
48425,2.0,0.0
48427,4.0,0.0
48429,7.0,0.0
48431,10.0,0.0
48433,10.0,0.0
48435,7.0,0.0
48437,5.0,2.0
48439,1.0,0.0
48441,1.0,0.0
48443,10.0,0.0
48445,7.0,0.0
48447,10.0,0.0
48449,4.0,0.0
48451,1.0,0.0
48453,1.0,0.0
48455,5.0,0.0
48457,7.0,3.0
48459,2.0,0.0
48461,10.0,0.0
48463,4.0,0.0
48465,4.0,0.0
48467,2.0,0.0
48469,1.0,0.0
48471,4.0,0.0
48473,2.0,0.0
48475,7.0,0.0
48477,4.0,0.0
48479,1.0,0.0
48481,5.0,2.0
48483,10.0,0.0
48485,1.0,0.0
48487,4.0,0.0
48489,2.0,0.0
48491,1.0,0.0
48493,2.0,0.0
48495,7.0,0.0
48497,3.0,1.0
48499,9.5,0.5
48501,8.5,1.5
48503,7.0,0.0
48505,4.0,0.0
48507,7.0,0.5
49001,8.5,1.5
49003,1.0,0.0
49005,1.0,0.0
49007,4.0,0.0
49009,10.0,0.0
49011,1.0,0.0
49013,8.0,1.0
49015,10.0,0.0
49017,10.0,0.0
49019,7.0,0.0
49021,4.0,0.0
49023,4.5,2.5
49025,7.5,0.5
49027,8.0,1.0
49029,2.0,0.0
49031,10.0,0.0
49033,10.0,0.0
49035,1.0,0.0
49037,8.5,1.5
49039,7.0,0.0
49041,8.0,1.0
49043,4.0,2.0
49045,4.0,0.0
49047,4.0,0.0
49049,1.0,0.0
49051,4.0,0.0
49053,1.0,0.0
49055,10.0,0.0
49057,1.0,0.0
50001,7.0,3.0
50003,5.5,1.5
50005,8.0,1.0
50007,1.0,0.0
50009,10.0,0.0
50011,7.5,0.5
50013,2.0,0.0
50015,10.0,0.0
50017,10.0,0.0
50019,10.0,0.0
50021,5.0,1.0
50023,5.0,1.0
50025,10.0,0.0
50027,9.5,0.5
51001,10.0,0.0
51003,1.0,0.0
51005,7.0,0.0
51007,2.0,0.0
51009,1.0,0.0
51011,2.0,0.0
51013,1.0,0.0
51015,2.0,0.0
51017,10.0,0.0
51019,2.0,0.0
51021,4.0,2.0
51023,2.0,0.0
51025,7.0,3.0
51027,10.0,0.0
51029,2.0,0.0
51031,2.0,0.5
51033,2.0,0.0
51035,8.0,2.0
51036,2.0,0.0
51037,10.0,0.0
51041,1.0,0.0
51043,2.0,0.0
51045,2.0,0.0
51047,4.5,0.5
51049,5.0,3.0
51051,8.0,1.0
51053,2.0,0.0
51057,2.0,0.0
51059,1.0,0.0
51061,2.0,0.0
51063,2.0,0.0
51065,2.0,0.0
51067,2.0,0.0
51069,1.0,0.0
51071,2.0,0.0
51073,2.0,0.0
51075,2.0,0.0
51077,8.0,0.0
51079,2.0,0.0
51081,8.0,0.0
51083,8.0,0.0
51085,1.0,0.0
51087,1.0,0.0
51089,4.0,0.0
51091,10.0,0.0
51093,2.0,0.0
51095,1.0,0.0
51097,2.5,0.5
51099,8.0,1.0
51101,2.0,0.0
51103,10.0,0.0
51105,9.5,0.5
51107,1.0,0.0
51109,2.5,0.5
51111,3.0,1.0
51113,4.5,1.5
51115,2.0,0.0
51117,9.0,1.0
51119,10.0,0.0
51121,1.0,0.0
51125,2.0,0.0
51127,2.0,0.0
51131,10.0,0.0
51133,10.0,0.0
51135,2.0,0.0
51137,7.0,3.0
51139,7.0,0.0
51141,5.5,0.5
51143,5.0,0.0
51145,2.0,0.0
51147,7.0,0.0
51149,1.0,0.0
51153,1.0,0.0
51155,4.0,0.0
51157,6.0,4.0
51159,10.0,0.0
51161,1.0,0.0
51163,9.5,0.5
51165,2.0,0.0
51167,2.0,0.0
51169,2.0,0.0
51171,7.0,3.0
51173,9.0,1.0
51175,9.0,1.0
51177,1.0,0.0
51179,1.0,0.0
51181,3.0,0.0
51183,2.0,0.0
51185,7.0,2.0
51187,4.0,0.5
51191,2.0,0.0
51193,8.5,1.5
51195,7.0,2.0
51197,7.5,0.5
51199,1.0,0.0
51510,1.0,0.0
51515,7.0,0.0
51520,1.0,0.0
51530,7.0,0.0
51540,1.0,0.0
51550,1.0,0.0
51570,1.0,0.0
51580,7.0,0.0
51590,4.0,0.0
51595,7.0,0.0
51600,1.0,0.0
51610,1.0,0.0
51620,7.0,0.0
51630,1.0,0.0
51640,7.0,0.0
51650,1.0,0.0
51660,1.0,0.0
51670,1.0,0.0
51678,7.0,0.0
51680,1.0,0.0
51683,1.0,0.0
51685,1.0,0.0
51690,4.0,0.0
51700,1.0,0.0
51710,1.0,0.0
51720,4.0,0.0
51730,1.0,0.0
51735,1.0,0.0
51740,1.0,0.0
51750,1.0,0.0
51760,1.0,0.0
51770,1.0,0.0
51775,1.0,0.0
51790,1.0,0.0
51800,1.0,0.0
51810,1.0,0.0
51820,1.0,0.0
51830,1.0,0.0
51840,1.0,0.0
53001,4.0,0.0
53003,1.0,0.0
53005,1.0,0.0
53007,1.5,0.5
53009,4.0,0.0
53011,1.0,0.0
53013,7.0,0.0
53015,1.0,0.0
53017,1.0,0.0
53019,10.0,0.0
53021,1.0,0.0
53023,10.0,0.0
53025,6.0,2.0
53027,4.0,1.0
53029,4.0,0.5
53031,10.0,1.0
53033,1.0,0.0
53035,1.0,0.0
53037,4.5,0.5
53039,5.0,1.0
53041,5.0,1.0
53043,10.0,0.0
53045,3.5,1.0
53047,10.0,0.0
53049,8.5,1.5
53051,7.0,3.0
53053,1.0,0.0
53055,10.0,0.0
53057,1.5,0.5
53059,2.0,0.0
53061,1.0,0.0
53063,1.0,0.0
53065,8.0,2.0
53067,1.0,0.0
53069,10.0,0.0
53071,1.0,0.0
53073,1.0,0.0
53075,4.0,0.0
53077,1.0,0.0
54001,7.5,1.5
54003,1.0,0.0
54005,2.0,0.0
54007,10.0,0.0
54009,1.0,0.0
54011,1.0,0.0
54013,5.0,3.0
54015,2.0,0.0
54017,7.5,2.5
54019,1.5,0.5
54021,7.5,0.5
54023,8.0,1.0
54025,8.0,1.0
54027,2.0,0.0
54029,1.5,0.5
54031,7.0,1.0
54033,4.0,0.0
54035,2.0,0.0
54037,2.0,0.0
54039,1.0,0.0
54041,8.0,1.0
54043,2.0,0.0
54045,2.0,0.0
54047,6.0,1.5
54049,4.0,0.0
54051,1.0,0.0
54053,5.0,1.5
54055,4.0,0.0
54057,2.0,1.0
54059,8.0,2.0
54061,1.0,0.0
54063,9.0,1.0
54065,3.0,0.5
54067,8.0,0.0
54069,1.0,0.0
54071,2.0,0.0
54073,2.0,0.0
54075,9.5,0.5
54077,2.5,0.5
54079,1.0,0.0
54081,1.0,0.0
54083,4.0,0.0
54085,2.0,0.0
54087,4.5,2.5
54089,2.5,0.5
54091,2.0,0.0
54093,10.0,0.0
54095,9.0,0.0
54097,7.5,0.5
54099,2.0,0.0
54101,10.0,0.0
54103,7.0,0.0
54105,2.0,0.0
54107,1.0,0.0
54109,2.0,0.0
55001,10.0,0.0
55003,8.0,1.0
55005,8.0,1.0
55007,10.0,1.0
55009,1.0,0.0
55011,10.0,0.0
55013,10.0,0.0
55015,1.0,0.0
55017,2.0,1.0
55019,10.0,0.0
55021,4.0,2.0
55023,9.5,0.5
55025,1.0,0.0
55027,4.0,1.0
55029,8.5,1.5
55031,1.0,0.0
55033,4.5,0.5
55035,1.0,0.0
55037,5.0,0.0
55039,1.0,0.0
55041,10.0,0.0
55043,8.5,1.5
55045,4.0,1.5
55047,10.0,0.0
55049,8.0,2.0
55051,9.0,1.5
55053,8.0,1.0
55055,4.0,1.0
55057,9.0,1.0
55059,1.0,0.0
55061,7.0,1.0
55063,1.0,0.0
55065,10.0,0.0
55067,8.0,0.0
55069,5.0,1.0
55071,4.0,0.0
55073,1.0,0.0
55075,5.0,1.0
55077,10.0,0.0
55078,10.0,0.0
55079,1.0,0.0
55081,8.0,1.0
55083,7.0,3.0
55085,8.0,1.0
55087,1.0,0.0
55089,1.0,0.0
55091,10.0,0.0
55093,4.5,2.0
55095,10.0,0.0
55097,4.0,0.0
55099,10.0,0.0
55101,1.0,0.0
55103,8.0,1.0
55105,1.0,0.0
55107,8.0,1.0
55109,2.0,0.0
55111,7.0,2.0
55113,10.0,0.0
55115,5.0,2.0
55117,1.0,0.0
55119,8.0,1.0
55121,4.5,2.5
55123,8.0,2.0
55125,10.0,0.0
55127,4.0,0.0
55129,8.0,1.0
55131,1.0,0.0
55133,1.0,0.0
55135,7.5,2.0
55137,9.0,1.0
55139,1.0,0.0
55141,4.0,0.0
56001,4.0,0.0
56003,10.0,0.0
56005,4.0,0.0
56007,8.0,1.0
56009,7.0,1.5
56011,10.0,0.0
56013,6.0,2.0
56015,8.5,1.5
56017,7.5,0.5
56019,8.5,1.5
56021,1.0,0.0
56023,10.0,0.0
56025,1.0,0.0
56027,10.0,0.0
56029,7.0,0.0
56031,8.5,1.5
56033,4.0,0.0
56035,10.0,0.0
56037,4.0,0.0
56039,4.0,0.0
56041,4.0,0.0
56043,7.0,0.0
56045,8.5,1.5
72001,4.0,0.0
72003,1.0,0.0
72005,1.0,0.0
72007,1.0,0.0
72009,1.0,0.0
72011,1.0,0.0
72013,1.0,0.0
72015,1.0,0.0
72017,1.0,0.0
72019,1.0,0.0
72021,1.0,0.0
72023,1.0,0.0
72025,1.0,0.0
72027,1.0,0.0
72029,1.0,0.0
72031,1.0,0.0
72033,1.0,0.0
72035,1.0,0.0
72037,1.0,0.0
72039,1.0,0.0
72041,1.0,0.0
72043,4.0,0.0
72045,1.0,0.0
72047,1.0,0.0
72049,54.5,44.5
72051,1.0,0.0
72053,1.0,0.0
72054,1.0,0.0
72055,1.0,0.0
72057,1.0,0.0
72059,1.0,0.0
72061,1.0,0.0
72063,1.0,0.0
72065,1.0,0.0
72067,1.0,0.0
72069,1.0,0.0
72071,1.0,0.0
72073,4.0,0.0
72075,1.0,0.0
72077,1.0,0.0
72079,1.0,0.0
72081,1.0,0.0
72083,1.0,0.0
72085,1.0,0.0
72087,1.0,0.0
72089,1.0,0.0
72091,1.0,0.0
72093,8.5,1.5
72095,7.0,0.0
72097,1.0,0.0
72099,1.0,0.0
72101,1.0,0.0
72103,1.0,0.0
72105,1.0,0.0
72107,1.0,0.0
72109,1.0,0.0
72111,1.0,0.0
72113,1.0,0.0
72115,1.0,0.0
72117,1.0,0.0
72119,1.0,0.0
72121,1.0,0.0
72123,4.0,0.0
72125,1.0,0.0
72127,1.0,0.0
72129,1.0,0.0
72131,1.0,0.0
72133,4.0,0.0
72135,1.0,0.0
72137,1.0,0.0
72139,1.0,0.0
72141,1.0,0.0
72143,1.0,0.0
72145,1.0,0.0
72147,7.0,0.0
72149,1.0,0.0
72151,1.0,0.0
72153,1.0,0.0
